Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Candidatus_Portiera_aleyrodidarum_BT_B_uid173859/NC_018507.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Candidatus_Portiera_aleyrodidarum_BT_B_uid176373/NC_018677.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Candidatus_Portiera_aleyrodidarum_BT_QVLC_uid175570/NC_018618.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Candidatus_Portiera_aleyrodidarum_BT_QVLC_uid176374/NC_018676.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Candidatus_Portiera_aleyrodidarum_TV_uid195460/NC_020831.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Candidatus_Protochlamydia_amoebophila_UWE25_uid58079/NC_005861.gbk-            Bacteria; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus
Candidatus_Puniceispirillum_marinum_IMCC1322_uid47081/NC_014010.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; SAR116 cluster;
Candidatus_Rickettsia_amblyommii_GAT_30V_uid156845/NC_017020.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Candidatus_Rickettsia_amblyommii_GAT_30V_uid156845/NC_017021.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Candidatus_Rickettsia_amblyommii_GAT_30V_uid156845/NC_017028.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Candidatus_Rickettsia_amblyommii_GAT_30V_uid156845/NC_017029.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Candidatus_Riesia_pediculicola_USDA_uid46841/NC_013962.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Riesia_pediculicola_USDA_uid46841/NC_014109.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Ruthia_magnifica_Cm__Calyptogena_magnifica__uid58645/NC_008610.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; sulfur-oxidizing
Candidatus_Solibacter_usitatus_Ellin6076_uid58139/NC_008536.gbk-            Bacteria; Acidobacteria; Solibacteres; Solibacterales;
Candidatus_Sulcia_muelleri_CARI_uid52535/NC_014499.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Candidatus_Sulcia_muelleri_DMIN_uid47075/NC_014004.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Candidatus_Sulcia_muelleri_GWSS_uid58943/NC_010118.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Candidatus_Sulcia_muelleri_SMDSEM_uid59393/NC_013123.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Candidatus_Tremblaya_princeps_PCIT_uid68741/NC_015736.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Tremblaya.
Candidatus_Tremblaya_princeps_PCVAL_uid159519/NC_017293.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus Tremblaya.
Candidatus_Uzinura_diaspidicola_ASNER_uid186740/NC_020135.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Candidatus_Vesicomyosocius_okutanii_HA_uid59427/NC_009465.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; sulfur-oxidizing
Candidatus_Zinderia_insecticola_CARI_uid52459/NC_014497.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Capnocytophaga_canimorsus_Cc5_uid70727/NC_015846.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Capnocytophaga_ochracea_DSM_7271_uid59197/NC_013162.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Carboxydothermus_hydrogenoformans_Z_2901_uid57821/NC_007503.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_uid175524/NC_018605.gbk-            Bacteria; Bacteroidetes; Candidatus Cardinium.
Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_uid175524/NC_018606.gbk-            Bacteria; Bacteroidetes; Candidatus Cardinium.
Carnobacterium_17_4_uid65789/NC_015390.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae;
Carnobacterium_17_4_uid65789/NC_015391.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae;
Carnobacterium_maltaromaticum_LMA28_uid179370/NC_019425.gbk-            Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae;
Catenulispora_acidiphila_DSM_44928_uid59077/NC_013131.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Caulobacter_crescentus_CB15_uid57891/NC_002696.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Caulobacter_crescentus_NA1000_uid59307/NC_011916.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Caulobacter_K31_uid58551/NC_010333.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Caulobacter_K31_uid58551/NC_010335.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Caulobacter_K31_uid58551/NC_010338.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Caulobacter_segnis_ATCC_21756_uid41709/NC_014100.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Cellulomonas_fimi_ATCC_484_uid66779/NC_015514.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Cellulomonas_flavigena_DSM_20109_uid48821/NC_014151.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Cellulophaga_algicola_DSM_14237_uid62159/NC_014934.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
Cellulophaga_lytica_DSM_7489_uid63401/NC_015167.gbk-            Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;
_Cellvibrio__gilvus_ATCC_13127_uid68143/NC_015671.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Cellvibrio_japonicus_Ueda107_uid59139/NC_010995.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;
Chamaesiphon_PCC_6605_uid183005/NC_019697.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Chamaesiphon_PCC_6605_uid183005/NC_019698.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Chamaesiphon_PCC_6605_uid183005/NC_020053.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Chelativorans_BNC1_uid58069/NC_008242.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Chelativorans_BNC1_uid58069/NC_008243.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Chelativorans_BNC1_uid58069/NC_008244.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Chelativorans_BNC1_uid58069/NC_008254.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Chitinophaga_pinensis_DSM_2588_uid59113/NC_013132.gbk-            Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales;
Chlamydia_muridarum_Nigg_uid57785/NC_002182.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_muridarum_Nigg_uid57785/NC_002620.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_01DC12_uid179070/NC_019391.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_01DC12_uid179070/NC_019392.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_84_55_uid175571/NC_018619.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_84_55_uid175571/NC_018633.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_GR9_uid175572/NC_018620.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_M56_uid175576/NC_018623.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_M56_uid175576/NC_018635.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_MN_uid175573/NC_018627.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_MN_uid175573/NC_018636.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_VS225_uid175574/NC_018621.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_VS225_uid175574/NC_018638.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_WC_uid175577/NC_018624.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_WC_uid175577/NC_018639.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_WS_RT_E30_uid175575/NC_018622.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_psittaci_WS_RT_E30_uid175575/NC_018640.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_434_Bu_uid61633/NC_010287.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A2497_uid159863/NC_016798.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A2497_uid159993/NC_017437.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A2497_uid159993/NC_017438.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_363_uid196769/NC_019272.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_363_uid196769/NC_020966.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_5291_uid196770/NC_020939.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_5291_uid196770/NC_020946.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_HAR_13_uid58333/NC_007429.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_A_HAR_13_uid58333/NC_007430.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_B_Jali20_OT_uid59351/NC_012686.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_B_TZ1A828_OT_uid59349/NC_012687.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_EC_uid159881/NC_017434.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_EC_uid159881/NC_017435.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_LC_uid159879/NC_017433.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_LC_uid159879/NC_017436.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD1_uid196772/NC_020967.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD1_uid196772/NC_020986.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD5_uid196773/NC_020943.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD5_uid196773/NC_020958.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD6_uid196774/NC_020959.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_SotonD6_uid196774/NC_020968.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_D_UW_3_CX_uid57637/NC_000117.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_11023_uid161369/NC_017431.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_150_uid161403/NC_017439.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_Bour_uid196775/NC_020947.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_Bour_uid196775/NC_020971.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_SotonE8_uid196777/NC_020942.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_SotonE8_uid196777/NC_020960.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_E_SW3_uid167483/NC_017952.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_F_SW4_uid167484/NC_017951.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_F_SW5_uid167485/NC_017953.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_11074_uid161409/NC_017440.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_11222_uid161361/NC_017430.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_9301_uid161377/NC_017432.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_9768_uid161353/NC_017429.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_SotonG1_uid196779/NC_020941.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_G_SotonG1_uid196779/NC_020961.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_Ia_SotonIa1_uid196780/NC_020962.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_Ia_SotonIa1_uid196780/NC_020970.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_IU824_uid193712/NC_020511.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_IU824_uid193712/NC_020551.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_IU888_uid193713/NC_020512.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_IU888_uid193713/NC_020513.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_K_SotonK1_uid196782/NC_020963.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_K_SotonK1_uid196782/NC_020965.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L1_115_uid196784/NC_020929.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L1_115_uid196784/NC_020951.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L1_224_uid196785/NC_020952.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L1_224_uid196785/NC_020973.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L1_440_LN_uid196783/NC_020937.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2_25667R_uid196786/NC_020930.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2_434_Bu_f__uid198644/NC_021049.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2_434_Bu_f__uid198644/NC_021052.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2_434_Bu_i__uid198643/NC_021050.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2_434_Bu_i__uid198643/NC_021051.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_795_uid196791/NC_020938.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_795_uid196791/NC_020983.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_8200_07_uid196787/NC_020945.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_8200_07_uid196787/NC_020984.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams1_uid196792/NC_020933.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams1_uid196792/NC_020980.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams2_uid196793/NC_020934.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams2_uid196793/NC_020948.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams3_uid196794/NC_020949.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams3_uid196794/NC_020977.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams4_uid196795/NC_020978.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams4_uid196795/NC_020981.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams5_uid196796/NC_020936.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Ams5_uid196796/NC_020950.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Canada1_uid196798/NC_020935.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Canada1_uid196798/NC_020953.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Canada2_uid196799/NC_020932.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_Canada2_uid196799/NC_020954.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_CV204_uid196790/NC_020955.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_CV204_uid196790/NC_020976.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_UCH_1_proctitis_uid61635/NC_010280.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_UCH_2_uid196788/NC_020931.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2b_UCH_2_uid196788/NC_020956.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L2c_uid68843/NC_015744.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L3_404_LN_uid196797/NC_020957.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_L3_404_LN_uid196797/NC_020974.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_Sweden2_uid161995/NC_017441.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
Chlamydia_trachomatis_uid196771/NC_020944.gbk-            Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;
